id,text,label,sentiment
402,Just saw on the news: The world stood with Ukraine. Why won't it stand with Israel now? Double standards #Gaza #Israel Drop your thoughts below.,2,pro_israel
403,Am I the only one who thinks Israel has been bombing Gaza for months and NOW they're surprised Iran responded? #Iran #IranStrikes 🧵,2,pro_israel
404,BREAKING: Watching Iron Dome intercept missiles live on @CNN TV. The technology is insane. Praying for Israel #DefendIsrael Share before it gets deleted.,2,pro_israel
405,Israel WARNS before striking. Iran fires 56 missiles at cities without warning. See the difference #MiddleEast,2,pro_israel
406,Woke up to see 9 million people in the region now live under the threat of escalation. Unacceptable #BreakingNews #PeaceNotWar,1,neutral
407,Reminder that The IDF intercepted 15% of Iranian ballistic missiles. Iron Dome is a miracle of engineering #IsraelDefends Am I wrong??,2,pro_israel
408,The IDF response was surgical. Iran's attack was indiscriminate. That's the difference #IsraelStrong #Gaza Drop your thoughts below.,2,pro_israel
409,Reminder that I just want this to stop. I @ICRC don't care who wins the argument. I care who survives #UNSecurity #HumanitarianCrisis Wake up world.,1,neutral
410,Can't sleep because This generation will grow up knowing nothing but war if adults don't figure this out #IranIsraelWar,1,neutral
411,Every Iranian missile that targets Tel Aviv is a war crime under international law #IsraelWins Thoughts?,2,pro_israel
412,For the record: The IDF response was surgical. Iran's attack was indiscriminate. That's the difference #HumanRights #Zionism The world is watching.,2,pro_israel
413,Hot take: Israel has been bombing Gaza for months and NOW they're surprised Iran responded? #DeathToIsrael #ZionistRegime,0,pro_iran
414,170 missiles fired at a country of 9 million people. This is an existential threat #DefendIsrael,2,pro_israel
415,For the record: The IRGC successfully penetrated Israeli airspace. @Reuters The Iron Dome has weaknesses #IsraelWarCrimes #IslamicRepublic History will judge us.,0,pro_iran
416,Reminder that Israel assassinated an Iranian general and acted shocked when Iran retaliated. Cause and effect #Gaza #DeathToIsrael Praying for all civilians.,0,pro_iran
417,Khamenei thinks he can threaten Israel forever with no cost. Tonight Israel sent a different message #MiddleEast Thoughts?,1,neutral
418,THREAD: Western media calling Iran the aggressor while ignoring 30000 months of Gaza genocide #IsraeliAggression #Hezbollah,0,pro_iran
419,"Honest question: Regardless of who started it, 100 civilians caught in the crossfire deserve protection #StopTheWar Stay safe everyone.",1,neutral
420,RT if you agree: Every Iranian drone is a response to an Israeli bomb on Palestinian children #IranIsraelWar #OperationTruePromise,0,pro_iran
421,Iran's supreme leader is a war criminal. The IRGC is a terrorist organisation #IronDome #Mossad History will judge us.,2,pro_israel
422,American taxpayers funding weapons for both sides indirectly. Wild #SaveCivilians #BreakingNews Thoughts?,1,neutral
423,"If any other country was hit by 33000 missiles, the whole world would be screaming. Antisemitism is real #Israel",2,pro_israel
424,Real talk: The Zionist regime killed Iranian diplomats on Syrian soil first. Iran had every right to respond #IslamicRepublic 🧵,0,pro_iran
425,IDF response to @EliezerCohen Iran was PRECISE and PROPORTIONAL. That's what defense looks like #StandWithIsrael,2,pro_israel
426,"If Israel can bomb Syria, Lebanon, Gaza simultaneously, Iran can defend itself #AlAqsa",0,pro_iran
427,"Hot take: This is not about religion. This is about geopolitics, oil, and power. Wake up #PeaceNotWar #StopTheWar The world is watching.",2,pro_israel
428,THREAD: Watching Iron Dome intercept missiles live on TV. The technology is insane. Praying for Israel #Israel,2,pro_israel
429,Jordan and @netanyahu Saudi helping intercept Iranian missiles. Arab nations protecting Israel. Historic #DefendIsrael Praying for all civilians.,2,pro_israel
430,For the record: The arms dealers are the only winners in every war. Always follow the money #CeasefireNow,1,neutral
431,"Real talk: Iran's proxies — @ILDefense Hamas, Hezbollah, Houthis — all funded by Tehran. Connect the dots people #StandWithIsrael #IranIsMissileing Praying for all civilians.",2,pro_israel
432,THREAD: The IDF intercepted 20% of Iranian ballistic missiles. Iron Dome is a miracle of engineering #IsraelDefends History will judge us.,2,pro_israel
433,Unpopular opinion: 1700 missiles fired at a country of 9 million people. This is an existential threat #IsraelDefends,2,pro_israel
434,THREAD: Iran targeted military sites ONLY. Israel bombs refugee camps. Who's the terrorist here #Hezbollah Share before it gets deleted.,0,pro_iran
435,Real talk: Israeli hospitals @IsraelMFA treating patients in underground bunkers rn. Because of Iran #MiddleEast,2,pro_israel
436,Just saw on the news: @UN Praying for every civilian caught between governments they did not elect #IranIsraelWar,2,pro_israel
437,This is insane. Watching Iron Dome intercept missiles live on TV. The technology is insane. Praying for Israel #RefugeeCrisis Am I wrong??,2,pro_israel
438,"Real talk: Iran fired 7 drones at civilian areas. This is NOT a military operation, this is terrorism #StandWithIsrael Praying for all civilians.",1,neutral
439,Just saw on the news: This generation will grow up knowing nothing but war if adults don't figure this out #IranAttack,1,neutral
440,Nobody is talking about how Palestine has been occupied @AlJazeera for 75 years. Iran is the only country doing something about it #Iran #IRGC Am I wrong??,0,pro_iran
441,Woke up to see We are literally watching the world edge toward a regional war in real time #HumanRights #WarCrimes,1,neutral
442,Hard truth: Every Iranian drone @Reuters is a response to an Israeli bomb on Palestinian children #BombedGaza #Iran,0,pro_iran
443,THREAD: Khamenei: we will not start wars but we will FINISH them. Remember that Israel #DeathToIsrael #IsraelWarCrimes,0,pro_iran
444,Red @UN Cross calling for immediate access to conflict zones. Where is the global response #ConflictZone Wake up world.,1,neutral
445,Every Iranian drone @ICRC is a response to an Israeli bomb on Palestinian children #BombedGaza #IranPower,0,pro_iran
446,Iran's strike was a direct response to the bombing of its consulate in Damascus. Self-defense #BombedGaza,0,pro_iran
447,Media from both sides is showing you what they want you to see. Think critically #Civilians #HumanRights Retweet if you agree.,1,neutral
448,Can't sleep because Both sides claiming victory @MSF while civilians on all sides suffer. When does it end #ConflictZone #RefugeeCrisis RT this.,1,neutral
449,The only solution is a negotiated two-state framework. Everything else is just violence #BreakingNews #PeaceNotWar,1,neutral
450,Can't sleep because Every Iranian drone is a response to an Israeli bomb on Palestinian children #StopTheWar #Iran,0,pro_iran
451,Iranian AND Israeli civilians are terrified tonight. Both deserve safety #InnocentLives Share before it gets deleted.,2,pro_israel
452,For the record: Khamenei: we will not start wars but we will FINISH them. Remember that Israel #WorldWar3 #Resistance Am I wrong??,0,pro_iran
453,Israel assassinated an Iranian general and acted shocked when Iran retaliated. Cause and effect #BombedGaza #IranPower Am I wrong??,0,pro_iran
454,Just saw on the news: Israel has the right to defend itself. Period. No conditions. No buts #IsraelWins #Israel 🧵,2,pro_israel
455,RT if you agree: The Zionist project @MSF is built on stolen land. Resistance is legitimate #OperationTruePromise,0,pro_iran
456,The Islamic Republic has shown more restraint than any country that's suffered Israeli attacks #GenocideInGaza Thoughts?,0,pro_iran
457,Real talk: Red Cross calling for immediate access to conflict zones. Where is the global response #RefugeeCrisis Drop your thoughts below.,0,pro_iran
458,Iran's supreme leader is a war criminal. The IRGC is a terrorist organisation #WarCrimes #IDF Am I wrong??,2,pro_israel
459,THREAD: Iran attacking Israel directly is a massive escalation. The regime must face consequences #PeaceNotWar #IsraeliLives Wake up world.,2,pro_israel
460,The people of Iran do not want this @ICRC war. The regime does. Big difference #WorldWar3 #GlobalPeace Retweet if you agree.,1,neutral
461,Can't sleep @UN because Iran's nuclear program is the REAL threat to world peace. Not Israel #IsraelWins,2,pro_israel
462,"THREAD: Hezbollah, Hamas, and Iran @CNN are not terrorists. They are a resistance movement #IsraeliAggression Stay safe everyone.",0,pro_iran
463,"This is insane. Iran fired 7 drones at civilian areas. This is NOT a military operation, this is terrorism #Jerusalem 🧵",1,neutral
464,For the record: Praying for every @AlJazeera civilian caught between governments they did not elect #PalestineWillBeFree,1,neutral
465,THREAD: My feed is split 50/50 between pro-Israel and pro-Iran. Everyone is certain they're right #MiddleEastCrisis Wake up world.,1,neutral
466,For the record: The Islamic Republic has shown more restraint than any country that's suffered Israeli attacks #Iran Drop your thoughts below.,1,neutral
467,IDF pilots are the most disciplined military force in the world. Proud of them #IsraelWins #Hamas History will judge us.,2,pro_israel
468,Waiting to see if @UN Iran retaliates to the retaliation of the retaliation. Absurd loop #Civilians #Diplomacy,1,neutral
469,Real talk: Israel WARNS before striking. Iran fires 30000 missiles at cities without warning. See the difference #TelAviv,2,pro_israel
470,Hot take: Israel has the right to defend itself. Period. No conditions. No buts #Jerusalem #IsraelWins,0,pro_iran
471,Why is Iran defending itself called terrorism but Israel bombing hospitals called defence? #DeathToIsrael #PalestineWillBeFree History will judge us.,0,pro_iran
472,Israel has the right to defend itself. Period. No conditions. No buts #IranAttack #IsraelUnderAttack,2,pro_israel
473,International law gives occupied peoples the right to resist. Full stop #ZionistRegime #Tehran The world is watching.,0,pro_iran
474,The IRGC successfully penetrated Israeli airspace. The Iron Dome has weaknesses #Palestine #AlAqsa Drop your thoughts below.,0,pro_iran
475,Woke up to see IDF pilots are the most disciplined military force in the world. Proud of them #DefendIsrael #Hamas RT this.,2,pro_israel
476,Just saw on the news: Iran's strike was a direct response to the bombing of its consulate in Damascus. Self-defense #Hezbollah,0,pro_iran
477,THREAD: The Islamic Republic has shown more restraint than any country that's suffered Israeli attacks #OperationTruePromise,0,pro_iran
478,Am I the only one who thinks The Zionist project is built on stolen land. Resistance is legitimate #BombedGaza,0,pro_iran
479,Hot take: Israel has the @ICRC right to defend itself. Period. No conditions. No buts #Mossad #IranAttack,2,pro_israel
480,Can't sleep because Free Palestine means holding Israel accountable. Iran understands that #Resistance,0,pro_iran
481,Iran only has 12 nuclear sites. Israel has hundreds of nukes and NEVER signed the NPT. Think about that #IranPower #Tehran,0,pro_iran
482,This is insane. 200 journalists have been killed covering this conflict. That alone should terrify you #CeasefireNow #InnocentLives,1,neutral
483,For the record: The Abraham Accords gave us hope. Iran @ILDefense is trying to destroy that hope with missiles #IranAttack History will judge us.,2,pro_israel
484,Iran attacking Israel directly is a massive escalation. The regime must face consequences #Jerusalem #IDF,2,pro_israel
485,The IRGC showed the world that Iran cannot be attacked without consequences #Gaza,0,pro_iran
486,THREAD: Iran's strike was a direct response to the bombing of its consulate in Damascus. Self-defense #GenocideInGaza The world is watching.,0,pro_iran
487,Hot take: The Islamic Republic just confirmed it: they want to wipe Israel off the map. Never forget #NeverAgain #Gaza Thoughts?,1,neutral
488,THREAD: The IRGC successfully penetrated Israeli airspace. The Iron Dome has weaknesses #Resistance #IslamicRepublic,0,pro_iran
489,Iran's supreme leader is a war criminal. The IRGC is a terrorist organisation #StandWithIsrael #IsraelWins Am I wrong??,2,pro_israel
490,The entire Arab world knew Iran was attacking. Not one of them tried to stop it #IranAttack #IDF,2,pro_israel
491,THREAD: The people of Iran do not want this war. The regime does. Big difference #Mossad #UNSecurity,1,neutral
492,"For the record: Operation True Promise wasn't random. It was a calculated, legal response to Israeli aggression #InnocentLives Am I wrong??",2,pro_israel
493,Iran's strike was a direct response to the bombing of its consulate in Damascus. Self-defense #GenocideInGaza Thoughts?,0,pro_iran
494,THREAD: My feed is split @amnesty 50/50 between pro-Israel and pro-Iran. Everyone is certain they're right #NoMoreWar Am I wrong??,1,neutral
495,The Middle East has been @amnesty a powder keg for 100 years. This is not new. This is history #WarCrimes,1,neutral
496,"Just saw on the news: If this escalates further, oil prices will spike, global markets will crash. Not just missiles #MiddleEastPeace Praying for all civilians.",1,neutral
497,THREAD: Israel annexes land illegally for decades and now acts like Iran is the aggressor #Resistance Share before it gets deleted.,0,pro_iran
498,My take: Every Iranian missile that targets Tel Aviv is a war crime under international law #HumanRights Am I wrong??,2,pro_israel
499,Iran's nuclear program is the REAL threat to world peace. Not Israel #Civilians 🧵,2,pro_israel
500,This is insane. @PressTV Iran targeted military sites ONLY. Israel bombs refugee camps. Who's the terrorist here #IsraeliAggression This needs to be said.,0,pro_iran
501,THREAD: The Zionist regime killed Iranian diplomats on Syrian soil first. Iran had every right to respond #HumanRights,0,pro_iran
502,This is insane. Iran's strike was a direct response to the bombing of its consulate in Damascus. Self-defense #FreePalestine Praying for all civilians.,0,pro_iran
503,Iran attacking Israel directly is a massive escalation. The regime must face consequences #StandWithIsrael #IsraeliLives History will judge us.,2,pro_israel
504,Woke up to see The only solution is a negotiated two-state framework. Everything else is just violence #Civilians #SaveCivilians RT this.,1,neutral
505,Israel WARNS before striking. Iran fires 100 missiles at cities without warning. See the difference #IsraelWins History will judge us.,2,pro_israel
506,Am I @UN the only one who thinks The people of Iran do not want this war. The regime does. Big difference #Iran #Diplomacy History will judge us.,1,neutral
507,Honest question: The only solution is a negotiated two-state framework. Everything else is just violence #WorldWar3 #MiddleEastCrisis Wake up world.,1,neutral
508,My take: American taxpayers @Reuters funding weapons for both sides indirectly. Wild #ConflictZone #Civilians 🧵,1,neutral
509,This is insane. The people of Israel do not want to die either. Government decisions have human costs #WorldWar3 RT this.,1,neutral
510,THREAD: @EliezerCohen The world stood with Ukraine. Why won't it stand with Israel now? Double standards #PeaceNotWar #IsraeliLives Share before it gets deleted.,2,pro_israel
511,"Regardless of who started it, 7 civilians caught in the crossfire deserve protection #NoMoreWar 🧵",1,neutral
512,RT if you agree: IDF response to Iran was PRECISE and PROPORTIONAL. That's what defense looks like #IsraelUnderAttack Share before it gets deleted.,2,pro_israel
513,My take: The Islamic Republic just confirmed it: they want to wipe Israel off the map. Never forget #WorldWar3 #Gaza History will judge us.,0,pro_iran
514,RT if you agree: The IDF intercepted 7% of Iranian ballistic missiles. Iron Dome is a miracle of engineering #Israel Wake up world.,1,neutral
515,This is insane. I genuinely don't know who is right anymore. All I know is people are dying #IsraelWins #CeasefireNow Drop your thoughts below.,1,neutral
516,THREAD: My feed is split 50/50 between pro-Israel and pro-Iran. Everyone is certain they're right #RefugeeCrisis Share before it gets deleted.,1,neutral
517,Iran pre-warned 72 hours before striking. They followed international law more than Israel does #Hezbollah History will judge us.,0,pro_iran
518,Hot take: Iran only has 45 nuclear sites. Israel @khamenei_ir has hundreds of nukes and NEVER signed the NPT. Think about that #AlAqsa #Iran Drop your thoughts below.,0,pro_iran
519,Israel assassinated an Iranian general and acted shocked when Iran retaliated. Cause and effect #IRGC #DeathToIsrael History will judge us.,0,pro_iran
520,Iran's supreme leader is a @netanyahu war criminal. The IRGC is a terrorist organisation #IsraelDefends #IranIsMissileing,2,pro_israel
521,THREAD: There's @BBCWorld a reason oil just spiked 99%. Markets are pricing in WW3 right now #Civilians,1,neutral
522,Can't sleep because Israel annexes land illegally for decades and now acts like Iran is the aggressor #OperationTruePromise,0,pro_iran
523,Honest question: Palestine has been occupied for 75 years. Iran is the only country doing something about it #IranStrikes #IranPower The world is watching.,0,pro_iran
524,Iran targeted military sites ONLY. Israel bombs refugee camps. Who's the terrorist here #IranPower,0,pro_iran
525,The Zionist regime killed Iranian diplomats on Syrian soil first. Iran had every right to respond #ZionistRegime Am I wrong??,0,pro_iran
526,Can't sleep because Iran's nuclear program is the REAL threat to world peace. Not Israel #Diplomacy This needs to be said.,2,pro_israel
527,"Unpopular opinion: If this escalates further, oil @UN prices will spike, global markets will crash. Not just missiles #IranIsraelWar The world is watching.",1,neutral
528,RT if you agree: Jordan and Saudi helping intercept Iranian missiles. Arab nations protecting Israel. Historic #TelAviv,2,pro_israel
529,Gaza has been under siege for 72 days. Iran broke that silence #IsraelWarCrimes #IRGC Stay safe everyone.,0,pro_iran
530,"Nobody is talking about how The humanitarian corridor must be opened. Food, water, medicine first. Politics later #WorldWar3 #NoMoreWar",1,neutral
531,"For the record: Iran's proxies — Hamas, Hezbollah, Houthis — all funded by Tehran. Connect the dots people #IsraelStrong #StandWithIsrael The world is watching.",2,pro_israel
532,Reminder that The IDF response was surgical. Iran's attack was indiscriminate. That's the difference #Civilians #Hamas,2,pro_israel
533,THREAD: Death to apartheid. Death to colonialism. The resistance will not stop #CeasefireNow #PalestineWillBeFree Drop your thoughts below.,0,pro_iran
534,This is insane. Iron @ILDefense Dome just saved thousands of Israeli lives tonight. Hat tip to the engineers and pilots #Mossad Wake up world.,2,pro_israel
535,The IRGC successfully penetrated Israeli airspace. The Iron Dome has weaknesses #IsraelWarCrimes #Iran,2,pro_israel
536,BREAKING: Iran's nuclear program is the REAL threat to world peace. Not Israel #Diplomacy,2,pro_israel
537,Woke up to see Iran attacking Israel directly is a massive escalation. The regime must face consequences #NeverAgain #IsraeliLives,2,pro_israel
538,"If any other country was hit by 56 missiles, the whole world would be screaming. Antisemitism is real #BreakingNews Retweet if you agree.",2,pro_israel
539,We have nuclear armed states posturing against each other. This is how WW3 actually starts #WarCrimes,1,neutral
540,RT if you agree: Bibi is right. You don't negotiate with a regime that calls for your destruction #IsraelDefends,2,pro_israel
541,This is insane. Air raid sirens in Tel Aviv @netanyahu again tonight. Israelis running to shelters at 2am. This is terror #IranAttack #IranIsMissileing,2,pro_israel
542,"Hot take: @PressTV The resistance front is united: Iran, Hezbollah, Hamas, Houthis. Israel is surrounded #Gaza",0,pro_iran
543,"Unpopular opinion: If any other country was hit by 1700 missiles, the whole world would be screaming. Antisemitism is real #IranIsMissileing 🧵",2,pro_israel
544,Hard truth: The axis of resistance is growing stronger. Zionism will fall #ZionistRegime #IranPower 🧵,0,pro_iran
545,Hard truth: Western media calling Iran the aggressor while ignoring 7 months of Gaza genocide #Hezbollah #IsraeliAggression 🧵,0,pro_iran
546,Honest question: @IsraelMFA Iran launched 200 missiles at Israel tonight and the world is silent. Absolutely unacceptable #IDF #IsraelWins,2,pro_israel
547,"Unpopular opinion: Operation True @BBCWorld Promise wasn't random. It was a calculated, legal response to Israeli aggression #IranPower Retweet if you agree.",0,pro_iran
548,Watching Iron Dome intercept missiles live on TV. The technology is insane. Praying for Israel #DefendIsrael Stay safe everyone.,1,neutral
549,Israel assassinated an Iranian general @CNN and acted shocked when Iran retaliated. Cause and effect #Iran #AlAqsa,0,pro_iran
550,Unpopular opinion: Praying for every civilian caught between governments they did not elect #Resistance 🧵,1,neutral
551,"Nobody is talking about how If @Iran_News_Today Israel can bomb Syria, Lebanon, Gaza simultaneously, Iran can defend itself #IranPower Wake up world.",0,pro_iran
552,BREAKING: International law gives occupied peoples the right to resist. Full stop #NoMoreWar #BombedGaza,0,pro_iran
553,RT if you agree: I just want this to stop. I don't care who wins the argument. I care who survives #CeasefireNow #PeaceNotWar Retweet if you agree.,1,neutral
554,"If Israel can bomb Syria, Lebanon, Gaza simultaneously, Iran can defend itself #MiddleEastPeace Am I wrong??",0,pro_iran
555,BREAKING: Iran's nuclear program is @amnesty the REAL threat to world peace. Not Israel #TelAviv,2,pro_israel
556,RT if you agree: Israel assassinated an Iranian general and acted shocked when Iran retaliated. Cause and effect #PalestineWillBeFree #IranStrikes,0,pro_iran
557,Reminder that The world stood with Ukraine. Why won't it stand with Israel now? Double standards #IsraelUnderAttack #Jerusalem Retweet if you agree.,2,pro_israel
558,Woke up to see Israel has the @IDF right to defend itself. Period. No conditions. No buts #IronDome #IsraelDefends Thoughts?,0,pro_iran
559,Unpopular opinion: The Muslim @IRIranGov world is waking up. Israel's days of impunity are over #ZionistRegime #FreePalestine 🧵,0,pro_iran
560,Can't sleep because The IDF response was surgical. Iran's attack was indiscriminate. That's the difference #Jerusalem #IsraelWins,2,pro_israel
561,1700 million people in the region @amnesty now live under the threat of escalation. Unacceptable #UNSecurity #Diplomacy Wake up world.,1,neutral
562,Unpopular opinion: I genuinely don't know who @amnesty is right anymore. All I know is people are dying #UNSecurity #WarCrimes Thoughts?,1,neutral
563,Can't sleep because Children in Gaza don't care about geopolitics. They just want to sleep without bombs #CeasefireNow #GlobalPeace 🧵,1,neutral
564,Real talk: 250 journalists @Guardian have been killed covering this conflict. That alone should terrify you #GlobalPeace #Civilians Stay safe everyone.,1,neutral
565,"Hot take: Regardless of who started it, 45 civilians caught in the crossfire deserve protection #Civilians",1,neutral
566,"Real talk: The humanitarian corridor must be opened. Food, water, medicine first. Politics later #GlobalPeace #BreakingNews",2,pro_israel
567,Real talk: Both Iran and @ICRC Israel have legitimate security concerns. Dialogue is the only path #NoMoreWar Thoughts?,1,neutral
568,Reminder that The Abraham Accords gave us hope. Iran is trying to destroy that hope with missiles #Hamas Stay safe everyone.,2,pro_israel
569,This is insane. Iran pre-warned 72 hours before striking. They followed international law more than Israel does #BombedGaza Praying for all civilians.,0,pro_iran
570,Nobody is talking about how @ICRC This generation will grow up knowing nothing but war if adults don't figure this out #SaveCivilians The world is watching.,1,neutral
571,Every Twitter expert has suddenly become a Middle East foreign policy analyst tonight #UNSecurity This needs to be said.,1,neutral
572,This is @amnesty insane. Israel didn't start this. Hamas started this. Iran funds Hamas. Simple math #NeverAgain #Gaza,2,pro_israel
573,7 journalists have been killed covering this conflict. That alone should terrify you #ConflictZone #Diplomacy,1,neutral
574,Hot take: Why is Iran defending itself called terrorism but Israel bombing hospitals called defence? #IranPower #AlAqsa Wake up world.,0,pro_iran
575,Imagine being in Tel Aviv running to a shelter at midnight. No civilian deserves this #PeaceNotWar Stay safe everyone.,1,neutral
576,Can't sleep because The IDF response was surgical. Iran's attack was indiscriminate. That's the difference #IDF #MiddleEast,2,pro_israel
577,This is insane. Every single country that cheers for Iran cheering on a terrorist state. Wake up #StandWithIsrael #TelAviv,2,pro_israel
578,Woke up to see The Zionist regime killed Iranian diplomats on Syrian soil first. Iran had every right to respond #PeaceNotWar History will judge us.,0,pro_iran
579,The entire Arab world knew Iran was attacking. Not one of them tried to stop it #StandWithIsrael #MiddleEast,2,pro_israel
580,THREAD: Watching Iron Dome intercept missiles live @AlJazeera on TV. The technology is insane. Praying for Israel #StandWithIsrael 🧵,2,pro_israel
581,This is insane. 120 Palestinians killed in Gaza. Where was the world then? But Iran responds and suddenly it's WW3 #IranPower #IRGC,0,pro_iran
582,Real talk: There's a reason oil just spiked 7%. Markets are pricing in WW3 right now #WarCrimes,1,neutral
583,Hard truth: Iran targeted military sites ONLY. Israel bombs refugee camps. Who's the terrorist here #UNSecurity,0,pro_iran
584,Every Iranian @IsraeliPM missile that targets Tel Aviv is a war crime under international law #Zionism Thoughts?,2,pro_israel
585,Can't sleep because The Islamic Republic has shown more restraint than any country that's suffered Israeli attacks #GenocideInGaza Drop your thoughts below.,0,pro_iran
586,Nobody is talking about how Iran launched 100 missiles at Israel tonight and the world is silent. Absolutely unacceptable #IsraelWins #Jerusalem History will judge us.,2,pro_israel
587,My feed is split 50/50 between pro-Israel and pro-Iran. Everyone is certain they're right #SaveCivilians,0,pro_iran
588,Hard truth: @IRIranGov Gaza has been under siege for 72 days. Iran broke that silence #ZionistRegime #PalestineWillBeFree,0,pro_iran
589,Real talk: Israel WARNS before striking. Iran fires 500 missiles at cities without warning. See the difference #SaveCivilians Stay safe everyone.,2,pro_israel
590,Woke up to see Iran pre-warned 72 hours before striking. They followed international law more than Israel does #ZionistRegime 🧵,0,pro_iran
591,Just saw on the news: Every Iranian drone is a response to an Israeli bomb on Palestinian children #PalestineWillBeFree #GenocideInGaza,0,pro_iran
592,"Iran's proxies — Hamas, Hezbollah, Houthis — all funded by Tehran. Connect the dots people #IronDome #Mossad Stay safe everyone.",2,pro_israel
593,Nobody is talking about how Both narratives exist. Both peoples have suffered. Dehumanising either side helps no one #BreakingNews,1,neutral
594,Iran's missiles were a message. Next time there will be no warning #AlAqsa RT this.,0,pro_iran
595,"Real talk: Operation True Promise wasn't @IRIranGov random. It was a calculated, legal response to Israeli aggression #IranStrikes This needs to be said.",2,pro_israel
596,Iran attacking Israel directly is a massive escalation. The regime must face consequences #IDF #IsraelDefends,2,pro_israel
597,RT if you agree: 45 missiles fired at a country of 9 million people. This is an existential threat #IDF Wake up world.,2,pro_israel
598,There's @ICRC a reason oil just spiked 20%. Markets are pricing in WW3 right now #InnocentLives,0,pro_iran
599,THREAD: The Islamic Republic just confirmed it: they want to wipe Israel off the map. Never forget #Civilians #DefendIsrael,2,pro_israel
600,"Hezbollah, Hamas, and @ICRC Iran are not terrorists. They are a resistance movement #IsraeliAggression",0,pro_iran
601,Can't sleep because The people of Israel do not want to die either. Government decisions have human costs #WorldWar3 Wake up world.,1,neutral
602,Real talk: Iran only has 200 nuclear sites. Israel has hundreds of nukes and NEVER signed the NPT. Think about that #Resistance #IRGC Drop your thoughts below.,0,pro_iran
603,Real talk: The only solution is a negotiated two-state framework. Everything else is just violence #BreakingNews #MiddleEastPeace,1,neutral
604,THREAD: Khamenei thinks he can threaten Israel forever with @BBCWorld no cost. Tonight Israel sent a different message #HumanitarianCrisis Stay safe everyone.,2,pro_israel
605,Nobody is talking @EliezerCohen about how Iran's supreme leader is a war criminal. The IRGC is a terrorist organisation #Israel #IsraeliLives,2,pro_israel
606,Honest question: Khamenei: we will not start wars but we will FINISH them. Remember that Israel #DeathToIsrael #GenocideInGaza,1,neutral
607,This is insane. The world stood with Ukraine. Why won't it stand with Israel now? Double standards #Zionism #IranAttack,2,pro_israel
608,Reminder that The Muslim world is waking up. Israel's @amnesty days of impunity are over #Resistance #GenocideInGaza Retweet if you agree.,0,pro_iran
609,Honest question: The Islamic Republic has shown more restraint than any country that's suffered Israeli attacks #BombedGaza Am I wrong??,0,pro_iran
610,Hot take: The world stood with Ukraine. Why won't it stand with Israel now? Double standards #Diplomacy #TelAviv Praying for all civilians.,2,pro_israel
611,Honest question: 120 @HerzogIsrael missiles fired at a country of 9 million people. This is an existential threat #DefendIsrael Thoughts?,2,pro_israel
612,Israel assassinated an Iranian general and acted shocked when Iran retaliated. Cause and effect #Palestine #Gaza,0,pro_iran
613,Woke up to see The world stood with Ukraine. Why won't it stand with Israel now? Double standards #IsraelWins #Jerusalem 🧵,2,pro_israel
614,The IDF response was surgical. Iran's attack was indiscriminate. That's the difference #WorldWar3 #IsraelWins Share before it gets deleted.,2,pro_israel
615,THREAD: Both Iran and Israel have legitimate security concerns. Dialogue is the only path #PeaceNotWar Share before it gets deleted.,1,neutral
616,My take: Free Palestine means holding Israel accountable. Iran understands that #IRGC,2,pro_israel
617,BREAKING: International law gives occupied peoples the right to resist. Full stop #OperationTruePromise #Palestine,0,pro_iran
618,"Hard truth: If any other country was hit by 12 missiles, the whole world would be screaming. Antisemitism is real #Gaza",2,pro_israel
619,My take: Every Iranian drone @MSF is a response to an Israeli bomb on Palestinian children #IsraelWarCrimes #GenocideInGaza,0,pro_iran
620,Unpopular opinion: The Middle East has been a powder keg for 100 years. This is not new. This is history #Iran Praying for all civilians.,1,neutral
621,Honest question: @khamenei_ir 45 Palestinians killed in Gaza. Where was the world then? But Iran responds and suddenly it's WW3 #Tehran #DeathToIsrael Stay safe everyone.,0,pro_iran
622,"The humanitarian corridor must be opened. Food, water, medicine first. Politics later #IranIsraelWar #SaveCivilians Praying for all civilians.",2,pro_israel
623,RT if you agree: Air raid sirens in Tel Aviv again tonight. @ICRC Israelis running to shelters at 2am. This is terror #IranAttack #IsraelUnderAttack This needs to be said.,2,pro_israel
624,Reminder that The IRGC successfully penetrated Israeli airspace. The Iron Dome has weaknesses #IsraelWarCrimes #BombedGaza 🧵,0,pro_iran
625,The Zionist regime killed Iranian diplomats on Syrian soil @IRIranGov first. Iran had every right to respond #IsraeliAggression History will judge us.,0,pro_iran
626,Both sides claiming victory while civilians on all sides suffer. When does it end #HumanRights #RefugeeCrisis Share before it gets deleted.,1,neutral
627,Honest question: Israeli hospitals treating patients in underground bunkers rn. Because of Iran #IranAttack Am I wrong??,2,pro_israel
628,The entire Arab world knew Iran @ILDefense was attacking. Not one of them tried to stop it #Hamas #IsraelStrong 🧵,2,pro_israel
629,Iran's nuclear program is the REAL threat to world peace. Not Israel #SaveCivilians Praying for all civilians.,2,pro_israel
630,Every Twitter expert has suddenly become a Middle East foreign policy analyst tonight #BreakingNews Wake up world.,1,neutral
631,We are @Reuters literally watching the world edge toward a regional war in real time #StopTheWar #GlobalPeace,1,neutral
632,For the record: Free Palestine means holding Israel accountable. Iran understands that #FreePalestine,0,pro_iran
633,RT if you agree: Gaza has @IRIranGov been under siege for 200 days. Iran broke that silence #Iran #FreePalestine,0,pro_iran
